0.00 0 420.0939 197.1915 0.0000 0.0000 
0.00 1 391.5496 399.2200 0.0000 0.0000 
0.00 2 455.8237 98.7757 0.0000 0.0000 
0.00 3 167.6114 384.1148 0.0000 0.0000 
0.00 4 138.8874 276.9850 0.0000 0.0000 
0.00 5 238.6985 314.4355 0.0000 0.0000 
0.00 6 182.3922 256.7005 0.0000 0.0000 
0.00 7 476.1149 458.0975 0.0000 0.0000 
0.00 8 317.8559 358.6485 0.0000 0.0000 
0.00 9 70.8013 303.4844 0.0000 0.0000 
0.00 0 420.0939 197.1915 0.0000 0.0000
0.00 1 391.5496 399.2200 0.0000 0.0000
0.00 2 455.8237 98.7757 0.0000 0.0000
0.00 3 167.6114 384.1148 0.0000 0.0000
0.00 4 138.8874 276.9850 0.0000 0.0000
0.00 5 238.6985 314.4355 0.0000 0.0000
0.00 6 182.3922 256.7005 0.0000 0.0000
0.00 7 476.1149 458.0975 0.0000 0.0000
0.00 8 317.8559 358.6485 0.0000 0.0000
0.00 9 70.8013 303.4844 0.0000 0.0000
1.00 0 420.0938 197.1915 -0.0000 0.0000
1.00 1 391.5496 399.2200 -0.0000 -0.0000
1.00 2 455.8237 98.7757 -0.0000 0.0000
1.00 3 167.6114 384.1147 0.0000 -0.0001
1.00 4 138.8874 276.9850 0.0001 0.0000
1.00 5 238.6989 314.4354 0.0004 -0.0001
1.00 6 182.3923 256.7005 0.0001 0.0000
1.00 7 476.1148 458.0975 -0.0000 -0.0000
1.00 8 317.8557 358.6483 -0.0001 -0.0002
1.00 9 70.8013 303.4844 0.0000 0.0000
2.00 0 420.0938 197.1915 -0.0001 0.0000
2.00 1 391.5495 399.2199 -0.0001 -0.0001
2.00 2 455.8237 98.7757 -0.0000 0.0000
2.00 3 167.6115 384.1147 0.0001 -0.0001
2.00 4 138.8876 276.9850 0.0001 0.0000
2.00 5 238.6997 314.4352 0.0008 -0.0002
2.00 6 182.3924 256.7006 0.0001 0.0001
2.00 7 476.1148 458.0975 -0.0000 -0.0000
2.00 8 317.8555 358.6478 -0.0003 -0.0004
2.00 9 70.8013 303.4844 0.0000 0.0000
3.00 0 420.0937 197.1916 -0.0001 0.0001
3.00 1 391.5493 399.2198 -0.0001 -0.0001
3.00 2 455.8236 98.7758 -0.0000 0.0000
3.00 3 167.6116 384.1145 0.0001 -0.0001
3.00 4 138.8877 276.9850 0.0002 0.0000
3.00 5 238.7009 314.4350 0.0012 -0.0002
3.00 6 182.3926 256.7007 0.0002 0.0001
3.00 7 476.1148 458.0975 -0.0000 -0.0000
3.00 8 317.8551 358.6472 -0.0004 -0.0006
3.00 9 70.8014 303.4844 0.0001 0.0000
4.00 0 420.0936 197.1917 -0.0001 0.0001
4.00 1 391.5492 399.2197 -0.0002 -0.0001
4.00 2 455.8236 98.7758 -0.0000 0.0000
4.00 3 167.6118 384.1144 0.0002 -0.0001
4.00 4 138.8879 276.9850 0.0002 0.0000
4.00 5 238.7025 314.4346 0.0016 -0.0003
4.00 6 182.3929 256.7008 0.0003 0.0001
4.00 7 476.1147 458.0974 -0.0001 -0.0000
4.00 8 317.8546 358.6463 -0.0005 -0.0008
4.00 9 70.8015 303.4844 0.0001 0.0000
5.00 0 420.0934 197.1918 -0.0001 0.0001
5.00 1 391.5490 399.2195 -0.0002 -0.0002
5.00 2 455.8235 98.7759 -0.0000 0.0001
5.00 3 167.6120 384.1143 0.0002 -0.0002
5.00 4 138.8882 276.9851 0.0002 0.0000
5.00 5 238.7044 314.4342 0.0020 -0.0004
5.00 6 182.3932 256.7009 0.0003 0.0002
5.00 7 476.1147 458.0974 -0.0001 -0.0001
5.00 8 317.8540 358.6453 -0.0006 -0.0011
5.00 9 70.8016 303.4844 0.0001 0.0000
6.00 0 420.0933 197.1919 -0.0002 0.0001
