0.00 0 420.0939 197.1915 0.0000 0.0000 
0.00 1 391.5496 399.2200 0.0000 0.0000 
0.00 2 455.8237 98.7757 0.0000 0.0000 
0.00 3 167.6114 384.1148 0.0000 0.0000 
0.00 4 138.8874 276.9850 0.0000 0.0000 
0.00 5 238.6985 314.4355 0.0000 0.0000 
0.00 6 182.3922 256.7005 0.0000 0.0000 
0.00 7 476.1149 458.0975 0.0000 0.0000 
0.00 8 317.8559 358.6485 0.0000 0.0000 
0.00 9 70.8013 303.4844 0.0000 0.0000 
0.00 0 420.0939 197.1915 0.0000 0.0000
0.00 1 391.5496 399.2200 0.0000 0.0000
0.00 2 455.8237 98.7757 0.0000 0.0000
0.00 3 167.6114 384.1148 0.0000 0.0000
0.00 4 138.8874 276.9850 0.0000 0.0000
0.00 5 238.6985 314.4355 0.0000 0.0000
0.00 6 182.3922 256.7005 0.0000 0.0000
0.00 7 476.1149 458.0975 0.0000 0.0000
0.00 8 317.8559 358.6485 0.0000 0.0000
0.00 9 70.8013 303.4844 0.0000 0.0000
1.00 0 420.0939 197.1915 -0.0000 0.0000
1.00 1 391.5496 399.2200 -0.0000 -0.0000
1.00 2 455.8237 98.7757 -0.0000 0.0000
1.00 3 167.6114 384.1148 0.0000 -0.0000
1.00 4 138.8874 276.9850 0.0000 -0.0000
1.00 5 238.6985 314.4355 -0.0000 -0.0000
1.00 6 182.3922 256.7005 -0.0000 0.0000
1.00 7 476.1149 458.0975 -0.0000 -0.0000
1.00 8 317.8559 358.6485 -0.0000 -0.0000
1.00 9 70.8013 303.4844 0.0000 0.0000
2.00 0 420.0939 197.1915 -0.0000 0.0000
2.00 1 391.5496 399.2200 -0.0000 -0.0000
2.00 2 455.8237 98.7757 -0.0000 0.0000
2.00 3 167.6114 384.1147 0.0000 -0.0001
2.00 4 138.8875 276.9850 0.0001 -0.0000
2.00 5 238.6985 314.4355 -0.0000 -0.0000
2.00 6 182.3922 256.7005 -0.0000 0.0000
2.00 7 476.1149 458.0975 -0.0000 -0.0000
2.00 8 317.8559 358.6485 -0.0000 -0.0000
2.00 9 70.8013 303.4844 0.0000 0.0000
3.00 0 420.0939 197.1915 -0.0000 0.0000
3.00 1 391.5496 399.2200 -0.0000 -0.0000
3.00 2 455.8237 98.7757 -0.0000 0.0000
3.00 3 167.6114 384.1147 0.0000 -0.0001
3.00 4 138.8875 276.9850 0.0001 -0.0000
3.00 5 238.6985 314.4355 -0.0000 -0.0000
3.00 6 182.3922 256.7005 -0.0000 0.0000
3.00 7 476.1149 458.0975 -0.0000 -0.0000
3.00 8 317.8559 358.6485 -0.0000 -0.0000
3.00 9 70.8013 303.4844 0.0000 0.0000
4.00 0 420.0938 197.1915 -0.0000 0.0000
4.00 1 391.5495 399.2200 -0.0000 -0.0000
4.00 2 455.8237 98.7757 -0.0000 0.0000
4.00 3 167.6114 384.1146 0.0000 -0.0001
4.00 4 138.8877 276.9849 0.0001 -0.0000
4.00 5 238.6985 314.4354 -0.0000 -0.0000
4.00 6 182.3922 256.7005 -0.0000 0.0000
4.00 7 476.1149 458.0975 -0.0000 -0.0000
4.00 8 317.8559 358.6485 -0.0000 -0.0000
4.00 9 70.8013 303.4844 0.0000 0.0000
5.00 0 420.0938 197.1915 -0.0000 0.0000
5.00 1 391.5494 399.2199 -0.0001 -0.0000
5.00 2 455.8237 98.7758 -0.0000 0.0000
5.00 3 167.6115 384.1144 0.0000 -0.0001
5.00 4 138.8878 276.9849 0.0002 -0.0000
5.00 5 238.6985 314.4354 -0.0000 -0.0000
5.00 6 182.3922 256.7006 -0.0000 0.0000
5.00 7 476.1149 458.0975 -0.0000 -0.0000
5.00 8 317.8559 358.6485 -0.0000 -0.0000
5.00 9 70.8013 303.4844 0.0000 0.0000
